"sampleID_NGI"	"sampleID_HISTORICAL"	"sampleID_FIELD"	"sampleID_LAB"	"dataset"	"lab_sample_type"	"country"	"biological_spikes"	"artificial_spikes"	"sample_metadata_file"	"lysate_rack_ID"	"lysate_well_ID"	"dna_plate_ID"	"dna_plate_well_ID"	"sequencing_batch"	"sequencing_batch_NGI"	"notes_lab"	"sequencing_status"	"study_accession_ENA"	"sample_accession_ENA"	"experiment_accession_ENA"	"run_accession_ENA"
"P20864_3507"	"FL028_L102616"	"SHRUNT"	"L102616"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"F3"	"3000491401"	"F3"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366260"	"ERX11426544"	"ERR12043346"
"P20864_3508"	"FL028_L102628"	"SYK5SN"	"L102628"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"G3"	"3000491401"	"G3"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366261"	"ERX11426545"	"ERR12043347"
"P20864_3509"	"FL028_L102640"	"SMLRWX"	"L102640"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"H3"	"3000491401"	"H3"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366262"	"ERX11426546"	"ERR12043348"
"P20864_3510"	"FL028_L102557"	"SXDNC8"	"L102557"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"A4"	"3000491401"	"A4"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366263"	"ERX11426547"	"ERR12043349"
"P20864_3511"	"FL028_L102569"	"SMKBXR"	"L102569"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"B4"	"3000491401"	"B4"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366264"	"ERX11426548"	"ERR12043350"
"P20864_3512"	"FL028_L102581"	"SGTF1J"	"L102581"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"C4"	"3000491401"	"C4"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366265"	"ERX11426549"	"ERR12043351"
"P20864_3513"	"FL028_L102593"	"SPNV4J"	"L102593"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"D4"	"3000491401"	"D4"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366266"	"ERX11426550"	"ERR12043352"
"P20864_3514"	"FL028_L102605"	"SB31KP"	"L102605"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"E4"	"3000491401"	"E4"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366267"	"ERX11426551"	"ERR12043353"
"P20864_3515"	"FL028_L102617"	"SVJXAR"	"L102617"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"F4"	"3000491401"	"F4"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366268"	"ERX11426552"	"ERR12043354"
"P20864_3516"	"FL028_L102629"	"SRRRZY"	"L102629"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"G4"	"3000491401"	"G4"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366269"	"ERX11426553"	"ERR12043355"
"P20864_3517"	"FL028_L102641"	"SXVMEZ"	"L102641"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"H4"	"3000491401"	"H4"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366270"	"ERX11426554"	"ERR12043356"
"P20864_3518"	"FL028_L102558"	"SPSWWW"	"L102558"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"A5"	"3000491401"	"A5"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366271"	"ERX11426555"	"ERR12043357"
"P20864_3519"	"FL028_L102570"	"SRAQXC"	"L102570"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"B5"	"3000491401"	"B5"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366272"	"ERX11426556"	"ERR12043358"
"P20864_3520"	"FL028_L102582"	"SYUKWP"	"L102582"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"C5"	"3000491401"	"C5"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366273"	"ERX11426557"	"ERR12043359"
"P20864_3522"	"FL028_L102606"	"SRGFXN"	"L102606"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"E5"	"3000491401"	"E5"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366274"	"ERX11426558"	"ERR12043360"
"P20864_3523"	"FL028_L102618"	"S8SFX8"	"L102618"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"F5"	"3000491401"	"F5"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366275"	"ERX11426559"	"ERR12043361"
"P20864_3524"	"FL028_L102630"	"S2CZ5C"	"L102630"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"G5"	"3000491401"	"G5"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366276"	"ERX11426560"	"ERR12043362"
"P20864_3525"	"FL028_L102642"	"SBVWH5"	"L102642"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"H5"	"3000491401"	"H5"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366277"	"ERX11426561"	"ERR12043363"
"P20864_3526"	"FL028_L102559"	"STK89R"	"L102559"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"A6"	"3000491401"	"A6"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366278"	"ERX11426562"	"ERR12043364"
"P20864_3527"	"FL028_L102571"	"SSHMFQ"	"L102571"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"B6"	"3000491401"	"B6"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366279"	"ERX11426563"	"ERR12043365"
"P20864_3528"	"FL028_L102583"	"SDT2C2"	"L102583"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"C6"	"3000491401"	"C6"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366280"	"ERX11426564"	"ERR12043366"
"P20864_3529"	"FL028_L102595"	"SUZRIB"	"L102595"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"D6"	"3000491401"	"D6"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366281"	"ERX11426565"	"ERR12043367"
"P20864_3530"	"FL028_L102607"	"SXFDPK"	"L102607"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"E6"	"3000491401"	"E6"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366282"	"ERX11426566"	"ERR12043368"
"P20864_3531"	"FL028_L102619"	"SSNDYA"	"L102619"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"F6"	"3000491401"	"F6"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366283"	"ERX11426567"	"ERR12043369"
"P20864_3532"	"FL028_L102631"	"SEG9JD"	"L102631"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"G6"	"3000491401"	"G6"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366284"	"ERX11426568"	"ERR12043370"
"P20864_3533"	"FL028_L102643"	"STP8MH"	"L102643"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"H6"	"3000491401"	"H6"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366285"	"ERX11426569"	"ERR12043371"
"P20864_3534"	"FL028_L102560"	"SNZDKX"	"L102560"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"A7"	"3000491401"	"A7"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366286"	"ERX11426570"	"ERR12043372"
"P20864_3535"	"FL028_L102572"	"SES8GA"	"L102572"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"B7"	"3000491401"	"B7"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366287"	"ERX11426571"	"ERR12043373"
"P20864_3536"	"FL028_L102584"	"SDIKLM"	"L102584"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"C7"	"3000491401"	"C7"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366288"	"ERX11426572"	"ERR12043374"
"P20864_3537"	"FL028_L102596"	"S1IKGI"	"L102596"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"D7"	"3000491401"	"D7"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366289"	"ERX11426573"	"ERR12043375"
"P20864_3538"	"FL028_L102608"	"SJFGJQ"	"L102608"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"E7"	"3000491401"	"E7"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366290"	"ERX11426574"	"ERR12043376"
"P20864_3539"	"FL028_L102620"	"SFG7HH"	"L102620"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"F7"	"3000491401"	"F7"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366291"	"ERX11426575"	"ERR12043377"
"P20864_3540"	"FL028_L102632"	"SYCK9E"	"L102632"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"G7"	"3000491401"	"G7"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366292"	"ERX11426576"	"ERR12043378"
"P20864_3541"	"FL028_L102644"	"SDQZ3Q"	"L102644"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"H7"	"3000491401"	"H7"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366293"	"ERX11426577"	"ERR12043379"
"P20864_3542"	"FL028_L102561"	"SAS9BG"	"L102561"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"A8"	"3000491401"	"A8"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366294"	"ERX11426578"	"ERR12043380"
"P20864_3543"	"FL028_L102573"	"SI2CBG"	"L102573"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"B8"	"3000491401"	"B8"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366295"	"ERX11426579"	"ERR12043381"
"P20864_3544"	"FL028_L102585"	"SESLY3"	"L102585"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"C8"	"3000491401"	"C8"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366296"	"ERX11426580"	"ERR12043382"
"P20864_3545"	"FL028_L102597"	"SM6ULQ"	"L102597"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"D8"	"3000491401"	"D8"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366297"	"ERX11426581"	"ERR12043383"
"P20864_3546"	"FL028_L102609"	"S1PU93"	"L102609"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"E8"	"3000491401"	"E8"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366298"	"ERX11426582"	"ERR12043384"
"P20864_3547"	"FL028_L102621"	"S8R93V"	"L102621"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"F8"	"3000491401"	"F8"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366299"	"ERX11426583"	"ERR12043385"
"P20864_3548"	"FL028_L102633"	"SNY4S4"	"L102633"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"G8"	"3000491401"	"G8"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366300"	"ERX11426584"	"ERR12043386"
"P20864_3549"	"FL028_L102645"	"SLSIVD"	"L102645"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"H8"	"3000491401"	"H8"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366301"	"ERX11426585"	"ERR12043387"
"P20864_3550"	"FL028_L102562"	"S4GTYL"	"L102562"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"A9"	"3000491401"	"A9"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366302"	"ERX11426586"	"ERR12043388"
"P20864_3551"	"FL028_L102574"	"SRHPSX"	"L102574"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"B9"	"3000491401"	"B9"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366303"	"ERX11426587"	"ERR12043389"
"P20864_3552"	"FL028_L102586"	"S7JNXI"	"L102586"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"C9"	"3000491401"	"C9"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366304"	"ERX11426588"	"ERR12043390"
"P20864_3553"	"FL028_L102598"	"S5VXFE"	"L102598"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"D9"	"3000491401"	"D9"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366305"	"ERX11426589"	"ERR12043391"
"P20864_3554"	"FL028_L102610"	"SYQLLH"	"L102610"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"E9"	"3000491401"	"E9"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366306"	"ERX11426590"	"ERR12043392"
"P20864_3555"	"FL028_L102622"	"STASYB"	"L102622"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"F9"	"3000491401"	"F9"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366307"	"ERX11426591"	"ERR12043393"
"P20864_3556"	"FL028_L102634"	"SEN9Z9"	"L102634"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"G9"	"3000491401"	"G9"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366308"	"ERX11426592"	"ERR12043394"
"P20864_3558"	"FL028_L102563"	"SCJGVV"	"L102563"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"A10"	"3000491401"	"A10"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366309"	"ERX11426593"	"ERR12043395"
"P20864_3559"	"FL028_L102575"	"SCVLCX"	"L102575"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"B10"	"3000491401"	"B10"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366310"	"ERX11426594"	"ERR12043396"
"P20864_3560"	"FL028_L102587"	"SPMMRB"	"L102587"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"C10"	"3000491401"	"C10"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366311"	"ERX11426595"	"ERR12043397"
"P20864_3561"	"FL028_L102599"	"S4MPUU"	"L102599"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"D10"	"3000491401"	"D10"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366312"	"ERX11426596"	"ERR12043398"
"P20864_3562"	"FL028_L102611"	"SW6P1X"	"L102611"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"E10"	"3000491401"	"E10"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366313"	"ERX11426597"	"ERR12043399"
"P20864_3563"	"FL028_L102623"	"SZG53V"	"L102623"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"F10"	"3000491401"	"F10"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366314"	"ERX11426598"	"ERR12043400"
"P20864_3566"	"FL028_L102564"	"SXNSIR"	"L102564"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"A11"	"3000491401"	"A11"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366315"	"ERX11426599"	"ERR12043401"
"P20864_3567"	"FL028_L102576"	"S1SULJ"	"L102576"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"B11"	"3000491401"	"B11"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366316"	"ERX11426600"	"ERR12043402"
"P20864_3568"	"FL028_L102588"	"SC5WWH"	"L102588"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"C11"	"3000491401"	"C11"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366317"	"ERX11426601"	"ERR12043403"
"P20864_3569"	"FL028_L102600"	"SE7D5F"	"L102600"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"D11"	"3000491401"	"D11"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366318"	"ERX11426602"	"ERR12043404"
"P20864_3570"	"FL028_L102612"	"SQXGCJ"	"L102612"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"E11"	"3000491401"	"E11"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366319"	"ERX11426603"	"ERR12043405"
"P20864_3571"	"FL028_L102624"	"SSUAA1"	"L102624"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"F11"	"3000491401"	"F11"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366320"	"ERX11426604"	"ERR12043406"
"P20864_3572"	"FL028_L102636"	"SJQSEX"	"L102636"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"G11"	"3000491401"	"G11"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366321"	"ERX11426605"	"ERR12043407"
"P20864_3574"	"FL028_L102565"	"SKPQKT"	"L102565"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"A12"	"3000491401"	"A12"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366322"	"ERX11426606"	"ERR12043408"
"P20864_3575"	"FL028_L102577"	"S6WZXW"	"L102577"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"B12"	"3000491401"	"B12"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366323"	"ERX11426607"	"ERR12043409"
"P20864_3576"	"FL028_L102589"	"SW9L1L"	"L102589"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"C12"	"3000491401"	"C12"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366324"	"ERX11426608"	"ERR12043410"
"P20864_3577"	"FL028_L102601"	"SQZHSJ"	"L102601"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"D12"	"3000491401"	"D12"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366325"	"ERX11426609"	"ERR12043411"
"P20864_3578"	"FL028_L102613"	"SBVVXB"	"L102613"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"E12"	"3000491401"	"E12"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366326"	"ERX11426610"	"ERR12043412"
"P20864_3579"	"FL028_L102625"	"SGR5XF"	"L102625"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"F12"	"3000491401"	"F12"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366327"	"ERX11426611"	"ERR12043413"
"P20864_3580"	"FL028_L102637"	"SZUDH7"	"L102637"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL028"	"G12"	"3000491401"	"G12"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366328"	"ERX11426612"	"ERR12043414"
"P20864_5903"	"FL026_L102370"	"SPTYEU"	"L102370"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL026"	"A1"	"3000491399"	"A1"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366329"	"ERX11426613"	"ERR12043415"
"P20864_5904"	"FL026_L102382"	"S6RDV2"	"L102382"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL026"	"B1"	"3000491399"	"B1"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366330"	"ERX11426614"	"ERR12043416"
"P20864_5905"	"FL026_L102394"	"SIRPLV"	"L102394"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL026"	"C1"	"3000491399"	"C1"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366331"	"ERX11426615"	"ERR12043417"
"P20864_5906"	"FL026_L102406"	"SW9Z3Y"	"L102406"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL026"	"D1"	"3000491399"	"D1"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366332"	"ERX11426616"	"ERR12043418"
"P20864_5907"	"FL026_L102418"	"SV1DSV"	"L102418"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL026"	"E1"	"3000491399"	"E1"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366333"	"ERX11426617"	"ERR12043419"
"P20864_5909"	"FL026_L102442"	"SDD4G5"	"L102442"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL026"	"G1"	"3000491399"	"G1"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366334"	"ERX11426618"	"ERR12043420"
"P20864_5910"	"FL026_L102454"	"SS6GEQ"	"L102454"	"CO1_lysate_2019_SE"	"sample"	"Sweden"	TRUE	FALSE	"samples_metadata_malaise_SE_2019.tsv"	"FL026"	"H1"	"3000491399"	"H1"	"batch05"	"P20864"	NA	"sequencing successful"	"PRJEB61109"	"ERS16366335"	"ERX11426619"	"ERR12043421"
