sampleID_NGI	sampleID_HISTORICAL	sampleID_FIELD	sampleID_LAB	dataset	lab_sample_type	country	biological_spikes	artificial_spikes	sample_metadata_file	lysate_rack_ID	lysate_well_ID	dna_plate_ID	dna_plate_well_ID	sequencing_batch	sequencing_batch_NGI	notes_lab	sequencing_status	study_accession_ENA	sample_accession_ENA	experiment_accession_ENA	run_accession_ENA
P28409_1073	FH006_H200457	SCWYBV	H200457	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH006	A10	3000491438	A10	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368289	ERX12279946	ERR12907573
P28409_1006	FH006_H200509	SCZZDN	H200509	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH006	F1	3000491438	F1	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368343	ERX12279879	ERR12907506
P28409_1266	FH007_H200558	SDD4G5	H200558	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH007	B10	3000491439	B10	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16366334	ERX12280137	ERR12907764
P28409_1257	FH007_H200545	SDE78P	H200545	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH007	A9	3000491439	A9	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368014	ERX12280128	ERR12907755
P28409_1244	FH007_H200580	SDN11U	H200580	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH007	D7	3000491439	D7	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16366195	ERX12280115	ERR12907742
P28409_1119	FH008_H200706	SDQXUV	H200706	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH008	G3	3000491440	G3	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368349	ERX12279991	ERR12907618
P28409_1275	FH007_H200571	SDUR1L	H200571	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH007	C11	3000491439	C11	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16366156	ERX12280146	ERR12907773
P28409_1077	FH006_H200506	SDXU9Y	H200506	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH006	E10	3000491438	E10	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368329	ERX12279950	ERR12907577
P28409_1239	FH007_H200617	SDYRGK	H200617	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH007	G6	3000491439	G6	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16366845	ERX12280110	ERR12907737
P28409_1208	FH007_H200625	SDZAVQ	H200625	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH007	H2	3000491439	H2	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16366438	ERX12280079	ERR12907706
P28409_1292	FH009_H200758	SDZCCY	H200758	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH009	D1	3000491441	D1	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368172	ERX12280162	ERR12907789
P28409_1237	FH007_H200592	SE1ZRY	H200592	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH007	E6	3000491439	E6	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16369224	ERX12280108	ERR12907735
P28409_1367	FH009_H200808	SE2W1C	H200808	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH009	G10	3000491441	G10	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368145	ERX12280237	ERR12907864
P28409_1153	FH008_H200634	SE6KZG	H200634	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH008	A8	3000491440	A8	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16366744	ERX12280025	ERR12907652
P28409_1076	FH006_H200494	SEBQNA	H200494	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH006	D10	3000491438	D10	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16367999	ERX12279949	ERR12907576
P28409_1078	FH006_H200518	SEFR7E	H200518	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH006	F10	3000491438	F10	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368328	ERX12279951	ERR12907578
P28409_1167	FH008_H200712	SEJB2E	H200712	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH008	G9	3000491440	G9	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368379	ERX12280039	ERR12907666
P28409_1120	FH008_H200718	SEPANA	H200718	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH008	H3	3000491440	H3	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368104	ERX12279992	ERR12907619
P28409_1028	FH006_H200488	SESDF1	H200488	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH006	D4	3000491438	D4	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368270	ERX12279901	ERR12907528
P28409_1002	FH006_H200460	SESXUN	H200460	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH006	B1	3000491438	B1	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368335	ERX12279875	ERR12907502
P28409_1018	FH006_H200462	SEUEKU	H200462	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH006	B3	3000491438	B3	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368367	ERX12279891	ERR12907518
P28409_1308	FH009_H200761	SFAV7Z	H200761	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH009	D3	3000491441	D3	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368085	ERX12280178	ERR12907805
P28409_1104	FH008_H200716	SFELVT	H200716	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH008	H1	3000491440	H1	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16367997	ERX12279976	ERR12907603
P28409_1260	FH007_H200582	SFLGSK	H200582	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH007	D9	3000491439	D9	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16366339	ERX12280131	ERR12907758
P28409_1362	FH009_H200742	SFNWWU	H200742	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH009	B10	3000491441	B10	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16366822	ERX12280232	ERR12907859
P28409_1102	FH008_H200692	SFPILZ	H200692	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH008	F1	3000491440	F1	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368040	ERX12279974	ERR12907601
P28409_1146	FH008_H200647	SFQANX	H200647	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH008	B7	3000491440	B7	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368064	ERX12280018	ERR12907645
P28409_1215	FH007_H200613	SFQMT3	H200613	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH007	G3	3000491439	G3	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16367891	ERX12280086	ERR12907713
P28409_1109	FH008_H200679	SG1V5U	H200679	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH008	E2	3000491440	E2	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368219	ERX12279981	ERR12907608
P28409_1263	FH007_H200620	SG9UEF	H200620	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH007	G9	3000491439	G9	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16366465	ERX12280134	ERR12907761
P28409_1037	FH006_H200501	SGD87Q	H200501	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH006	E5	3000491438	E5	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368318	ERX12279910	ERR12907537
P28409_1375	FH009_H200809	SGDKTY	H200809	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH009	G11	3000491441	G11	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368286	ERX12280245	ERR12907872
P28409_1107	FH008_H200654	SGDPVY	H200654	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH008	C2	3000491440	C2	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16367767	ERX12279979	ERR12907606
P28409_1209	FH007_H200539	SGE7JR	H200539	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH007	A3	3000491439	A3	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368258	ERX12280080	ERR12907707
P28409_1154	FH008_H200648	SGGNG9	H200648	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH008	B8	3000491440	B8	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16367852	ERX12280026	ERR12907653
P28409_1030	FH006_H200512	SGHSL8	H200512	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH006	F4	3000491438	F4	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368352	ERX12279903	ERR12907530
P28409_1151	FH008_H200710	SGNB6P	H200710	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH008	G7	3000491440	G7	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368334	ERX12280023	ERR12907650
P28409_1005	FH006_H200497	SGRHSF	H200497	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH006	E1	3000491438	E1	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16367954	ERX12279878	ERR12907505
P28409_1196	FH007_H200573	SGSUS5	H200573	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH007	D1	3000491439	D1	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16366203	ERX12280067	ERR12907694
P28409_1298	FH009_H200733	SGV5R1	H200733	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH009	B2	3000491441	B2	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368077	ERX12280168	ERR12907795
P28409_1082	FH006_H200470	SH1JXJ	H200470	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH006	B11	3000491438	B11	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368247	ERX12279955	ERR12907582
P28409_1379	FH009_H200757	SH2HVB	H200757	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH009	C12	3000491441	C12	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368203	ERX12280249	ERR12907876
P28409_1180	FH008_H200676	SH3GXL	H200676	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH008	D11	3000491440	D11	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368300	ERX12280052	ERR12907679
P28409_1079	FH006_H200531	SHCUFY	H200531	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH006	G10	3000491438	G10	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368282	ERX12279952	ERR12907579
P28409_1008	FH006_H200534	SHDPIX	H200534	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH006	H1	3000491438	H1	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368375	ERX12279881	ERR12907508
P28409_1175	FH008_H200713	SHE8HV	H200713	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH008	G10	3000491440	G10	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368026	ERX12280047	ERR12907674
P28409_1059	FH006_H200479	SHEMQG	H200479	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH006	C8	3000491438	C8	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368231	ERX12279932	ERR12907559
P28409_1189	FH008_H200691	SHIRDQ	H200691	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH008	E12	3000491440	E12	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16367970	ERX12280061	ERR12907688
P28409_1258	FH007_H200557	SHJJYJ	H200557	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH007	B9	3000491439	B9	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16366396	ERX12280129	ERR12907756
P28409_1150	FH008_H200698	SHJTCW	H200698	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH008	F7	3000491440	F7	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368023	ERX12280022	ERR12907649
P28409_1135	FH008_H200708	SHKIZW	H200708	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH008	G5	3000491440	G5	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368386	ERX12280007	ERR12907634
P28409_1307	FH009_H200747	SHPZBT	H200747	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH009	C3	3000491441	C3	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16366215	ERX12280177	ERR12907804
P28409_1323	FH009_H200750	SHSCMP	H200750	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH009	C5	3000491441	C5	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368194	ERX12280193	ERR12907820
P28409_1295	FH009_H200797	SHXQUW	H200797	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH009	G1	3000491441	G1	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368187	ERX12280165	ERR12907792
P28409_1284	FH007_H200586	SI8V42	H200586	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH007	D12	3000491439	D12	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16369185	ERX12280155	ERR12907782
P28409_1283	FH007_H200572	SIAA1G	H200572	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH007	C12	3000491439	C12	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16366172	ERX12280154	ERR12907781
P28409_1057	FH006_H200455	SIASW1	H200455	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH006	A8	3000491438	A8	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368246	ERX12279930	ERR12907557
P28409_1372	FH009_H200769	SIFENP	H200769	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH009	D11	3000491441	D11	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368133	ERX12280242	ERR12907869
P28409_1086	FH006_H200519	SIFI52	H200519	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH006	F11	3000491438	F11	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368281	ERX12279959	ERR12907586
P28409_1322	FH009_H200736	SIG5ID	H200736	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH009	B5	3000491441	B5	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368078	ERX12280192	ERR12907819
P28409_1286	FH007_H200610	SIKGKU	H200610	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH007	F12	3000491439	F12	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16366251	ERX12280157	ERR12907784
P28409_1331	FH009_H200751	SIMBZC	H200751	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH009	C6	3000491441	C6	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368173	ERX12280201	ERR12907828
P28409_1132	FH008_H200670	SIR85S	H200670	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH008	D5	3000491440	D5	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368241	ERX12280004	ERR12907631
P28409_1089	FH006_H200459	SISMJP	H200459	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH006	A12	3000491438	A12	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16367877	ERX12279962	ERR12907589
P28409_1337	FH009_H200726	SITPDD	H200726	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH009	A7	3000491441	A7	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368019	ERX12280207	ERR12907834
P28409_1183	FH008_H200714	SIXE9Q	H200714	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH008	G11	3000491440	G11	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368033	ERX12280055	ERR12907682
P28409_1228	FH007_H200578	SJEK6N	H200578	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH007	D5	3000491439	D5	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16369246	ERX12280099	ERR12907726
P28409_1123	FH008_H200656	SJEKAH	H200656	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH008	C4	3000491440	C4	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16367836	ERX12279995	ERR12907622
P28409_1054	FH006_H200515	SJFRA3	H200515	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH006	F7	3000491438	F7	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368228	ERX12279927	ERR12907554
P28409_1164	FH008_H200674	SJFVRE	H200674	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH008	D9	3000491440	D9	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368236	ERX12280036	ERR12907663
P28409_1052	FH006_H200491	SJFYA2	H200491	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH006	D7	3000491438	D7	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368215	ERX12279925	ERR12907552
P28409_1051	FH006_H200478	SJK8YQ	H200478	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH006	C7	3000491438	C7	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368268	ERX12279924	ERR12907551
P28409_1058	FH006_H200467	SJKVBM	H200467	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH006	B8	3000491438	B8	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16367937	ERX12279931	ERR12907558
P28409_1374	FH009_H200795	SJMVC9	H200795	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH009	F11	3000491441	F11	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368039	ERX12280244	ERR12907871
P28409_1108	FH008_H200666	SJQXNB	H200666	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH008	D2	3000491440	D2	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368372	ERX12279980	ERR12907607
P28409_1335	FH009_H200802	SJTAGD	H200802	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH009	G6	3000491441	G6	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368183	ERX12280205	ERR12907832
P28409_1198	FH007_H200599	SJVDYE	H200599	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH007	F1	3000491439	F1	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16367868	ERX12280069	ERR12907696
P28409_1033	FH006_H200452	SJY6GZ	H200452	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH006	A5	3000491438	A5	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368350	ERX12279906	ERR12907533
P28409_1223	FH007_H200614	SJYDIF	H200614	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH007	G4	3000491439	G4	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368327	ERX12280094	ERR12907721
P28409_1098	FH008_H200641	SK91LD	H200641	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH008	B1	3000491440	B1	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16366720	ERX12279970	ERR12907597
P28409_1162	FH008_H200649	SKBTFF	H200649	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH008	B9	3000491440	B9	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368063	ERX12280034	ERR12907661
P28409_1219	FH007_H200564	SKEBT8	H200564	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH007	C4	3000491439	C4	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16366418	ERX12280090	ERR12907717
P28409_1166	FH008_H200700	SKFI5N	H200700	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH008	F9	3000491440	F9	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16367797	ERX12280038	ERR12907665
P28409_1142	FH008_H200697	SKFWRP	H200697	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH008	F6	3000491440	F6	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16367986	ERX12280014	ERR12907641
P28409_1061	FH006_H200504	SKGQPC	H200504	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH006	E8	3000491438	E8	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368221	ERX12279934	ERR12907561
P28409_1094	FH006_H200520	SKKBKD	H200520	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH006	F12	3000491438	F12	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368380	ERX12279967	ERR12907594
P28409_1203	FH007_H200562	SKLQQS	H200562	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH007	C2	3000491439	C2	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16366389	ERX12280074	ERR12907701
P28409_1221	FH007_H200590	SKRRNL	H200590	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH007	E4	3000491439	E4	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16366236	ERX12280092	ERR12907719
P28409_1229	FH007_H200591	SL1SQM	H200591	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH007	E5	3000491439	E5	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16366407	ERX12280100	ERR12907727
P28409_1170	FH008_H200650	SL6I8Q	H200650	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH008	B10	3000491440	B10	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16367835	ERX12280042	ERR12907669
P28409_1047	FH006_H200527	SLE4FM	H200527	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH006	G6	3000491438	G6	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368320	ERX12279920	ERR12907547
P28409_1310	FH009_H200786	SLFHGY	H200786	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH009	F3	3000491441	F3	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368200	ERX12280180	ERR12907807
P28409_1001	FH006_H200448	SLGFSV	H200448	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH006	A1	3000491438	A1	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368311	ERX12279874	ERR12907501
P28409_1070	FH006_H200517	SLGMHA	H200517	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH006	F9	3000491438	F9	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368267	ERX12279943	ERR12907570
P28409_1333	FH009_H200777	SLICFD	H200777	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH009	E6	3000491441	E6	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368129	ERX12280203	ERR12907830
P28409_1235	FH007_H200566	SLJUUA	H200566	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH007	C6	3000491439	C6	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16366347	ERX12280106	ERR12907733
P28409_1350	FH009_H200791	SLPZ4G	H200791	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH009	F8	3000491441	F8	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368207	ERX12280220	ERR12907847
P28409_1373	FH009_H200782	SLRCN1	H200782	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH009	E11	3000491441	E11	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16368348	ERX12280243	ERR12907870
P28409_1169	FH008_H200638	SLRDI1	H200638	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH008	A10	3000491440	A10	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16366772	ERX12280041	ERR12907668
