sampleID_NGI	sampleID_SEQ	sampleID_FIELD	sampleID_LAB	dataset	lab_sample_type	country	biological_spikes	artificial_spikes	sample_metadata_file	lysate_rack_ID	lysate_well_ID	dna_plate_ID	dna_plate_well_ID	sequencing_batch	sequencing_batch_NGI	notes
P28409_1036	FH006_H200489	SXPBD6	H200489	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH006	D5	3000491438	D5	batch17	P28409	NA
P28409_1361	FH009_H200729	SXWEPP	H200729	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH009	A10	3000491441	A10	batch17	P28409	NA
P28409_1045	FH006_H200502	SXYHZB	H200502	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH006	E6	3000491438	E6	batch17	P28409	NA
P28409_1049	FH006_H200454	SXYXXI	H200454	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH006	A7	3000491438	A7	batch17	P28409	NA
P28409_1353	FH009_H200728	SXZKDD	H200728	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH009	A9	3000491441	A9	batch17	P28409	NA
P28409_1259	FH007_H200569	SYFVVG	H200569	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH007	C9	3000491439	C9	batch17	P28409	NA
P28409_1233	FH007_H200542	SYGGH1	H200542	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH007	A6	3000491439	A6	batch17	P28409	NA
P28409_1311	FH009_H200799	SYGP6B	H200799	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH009	G3	3000491441	G3	batch17	P28409	NA
P28409_1124	FH008_H200668	SYIIWL	H200668	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH008	D4	3000491440	D4	batch17	P28409	NA
P28409_1348	FH009_H200766	SYYJQT	H200766	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH009	D8	3000491441	D8	batch17	P28409	NA
P28409_1141	FH008_H200683	SYYZD6	H200683	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH008	E6	3000491440	E6	batch17	P28409	NA
P28409_1358	FH009_H200793	SYZVWP	H200793	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH009	F9	3000491441	F9	batch17	P28409	NA
P28409_1017	FH006_H200450	SZ4ECM	H200450	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH006	A3	3000491438	A3	batch17	P28409	NA
P28409_1050	FH006_H200466	SZ6BPD	H200466	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH006	B7	3000491438	B7	batch17	P28409	NA
P28409_1365	FH009_H200781	SZB8FW	H200781	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH009	E10	3000491441	E10	batch17	P28409	NA
P28409_1279	FH007_H200622	SZNB2F	H200622	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH007	G11	3000491439	G11	batch17	P28409	NA
P28409_1211	FH007_H200563	SZVTW3	H200563	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH007	C3	3000491439	C3	batch17	P28409	NA
P28409_1172	FH008_H200675	SZWGJ6	H200675	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH008	D10	3000491440	D10	batch17	P28409	NA
P28409_1222	FH007_H200602	SZYDVJ	H200602	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH007	F4	3000491439	F4	batch17	P28409	NA
P28409_1356	FH009_H200767	SZZQUJ	H200767	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH009	D9	3000491441	D9	batch17	P28409	NA
P28410_1394	FH005_H200423	S16BD4	H200423	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH005	F3	3000491437	F3	batch18	P28410	NA
P28410_1293	FH003_H200184	S1BCCJ	H200184	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH003	A3	3000491456	A3	batch18	P28410	NA
P28410_1164	FH004_H200315	S1CFSI	H200315	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH004	D9	3000491442	D9	batch18	P28410	NA
P28410_1208	FH0010_H200829	S1F69A	H200829	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH010	B3	3000491447	B3	batch18	P28410	NA
P28410_1053	FH002_H200148	S1JHTG	H200148	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH002	E7	3000491443	E7	batch18	P28410	NA
P28410_1369	FH003_H200242	S1P3U3	H200242	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH003	E12	3000491456	E12	batch18	P28410	NA
P28410_1371	FH003_H200266	S1SULJ	H200266	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH003	G12	3000491456	G12	batch18	P28410	NA
P28410_1338	FH003_H200250	S1ZCTE	H200250	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH003	F8	3000491456	F8	batch18	P28410	NA
P28410_1430	FH005_H200379	S21YIA	H200379	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH005	B8	3000491437	B8	batch18	P28410	NA
P28410_1015	FH002_H200167	S2APP6	H200167	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH002	G2	3000491443	G2	batch18	P28410	NA
P28410_1464	FH005_H200407	S2CZ5C	H200407	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH005	D12	3000491437	D12	batch18	P28410	NA
P28410_1260	FH0010_H200875	S2EXPW	H200875	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH010	E10	3000491447	E10	batch18	P28410	NA
P28410_1078	FH002_H200163	S2GNSU	H200163	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH002	F10	3000491443	F10	batch18	P28410	NA
P28410_1134	FH004_H200336	S2IBIU	H200336	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH004	F5	3000491442	F5	batch18	P28410	NA
P28410_1379	FH005_H200433	S2JCIF	H200433	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH005	G1	3000491437	G1	batch18	P28410	NA
P28410_1094	FH002_H200165	S3C2XD	H200165	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH002	F12	3000491443	F12	batch18	P28410	NA
P28410_1305	FH003_H200234	S3JUMU	H200234	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH003	E4	3000491456	E4	batch18	P28410	NA
P28410_1335	FH003_H200213	S3MQES	H200213	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH003	C8	3000491456	C8	batch18	P28410	NA
P28410_1215	FH0010_H200830	S3PKFM	H200830	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH010	B4	3000491447	B4	batch18	P28410	NA
P28410_1003	FH002_H200117	S3QUZ1	H200117	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH002	C1	3000491443	C1	batch18	P28410	NA
P28410_1043	FH002_H200122	S3SCL8	H200122	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH002	C6	3000491443	C6	batch18	P28410	NA
P28410_1025	FH002_H200096	S3T2IM	H200096	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH002	A4	3000491443	A4	batch18	P28410	NA
P28410_1421	FH005_H200365	S3TXMN	H200365	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH005	A7	3000491437	A7	batch18	P28410	NA
P28410_1458	FH005_H200431	S3UDQ3	H200431	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH005	F11	3000491437	F11	batch18	P28410	NA
P28410_1435	FH005_H200440	S48TH8	H200440	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH005	G8	3000491437	G8	batch18	P28410	NA
P28410_1082	FH002_H200115	S4EZSH	H200115	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH002	B11	3000491443	B11	batch18	P28410	NA
P28410_1419	FH005_H200438	S4NEWZ	H200438	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH005	G6	3000491437	G6	batch18	P28410	NA
P28410_1224	FH0010_H200857	S4NJHM	H200857	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH010	D5	3000491447	D5	batch18	P28410	NA
P28410_1157	FH004_H200326	S4PB5C	H200326	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH004	E8	3000491442	E8	batch18	P28410	NA
P28410_1285	FH003_H200183	S4TRQJ	H200183	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH003	A2	3000491456	A2	batch18	P28410	NA
P28410_1409	FH005_H200412	S4WSJ9	H200412	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH005	E5	3000491437	E5	batch18	P28410	NA
P28410_1258	FH0010_H200850	S52XRB	H200850	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH010	C10	3000491447	C10	batch18	P28410	NA
P28410_1037	FH002_H200146	S5ASPF	H200146	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH002	E5	3000491443	E5	batch18	P28410	NA
P28410_1267	FH0010_H200876	S5FZ1E	H200876	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH010	E11	3000491447	E11	batch18	P28410	NA
P28410_1465	FH005_H200419	S5HIAG	H200419	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH005	E12	3000491437	E12	batch18	P28410	NA
P28410_1018	FH002_H200107	S5JKGS	H200107	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH002	B3	3000491443	B3	batch18	P28410	NA
P28410_1151	FH004_H200350	S6A8DG	H200350	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH004	G7	3000491442	G7	batch18	P28410	NA
P28410_1388	FH005_H200446	S6B5PN	H200446	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH005	H2	3000491437	H2	batch18	P28410	NA
P28410_1103	FH004_H200344	S6D8HS	H200344	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH004	G1	3000491442	G1	batch18	P28410	NA
P28410_1028	FH002_H200132	S6HLWT	H200132	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH002	D4	3000491443	D4	batch18	P28410	NA
P28410_1280	FH003_H200219	S6QJW8	H200219	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH003	D1	3000491456	D1	batch18	P28410	NA
P28410_1034	FH002_H200109	S6TGBG	H200109	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH002	B5	3000491443	B5	batch18	P28410	NA
P28410_1370	FH003_H200254	S6WZXW	H200254	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH003	F12	3000491456	F12	batch18	P28410	NA
P28410_1216	FH0010_H200843	S7HJD5	H200843	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH010	C4	3000491447	C4	batch18	P28410	NA
P28410_1282	FH003_H200243	S7JNXI	H200243	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH003	F1	3000491456	F1	batch18	P28410	NA
P28410_1076	FH002_H200139	S7M8TA	H200139	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH002	D10	3000491443	D10	batch18	P28410	NA
P28410_1179	FH004_H200305	S7MKHC	H200305	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH004	C11	3000491442	C11	batch18	P28410	NA
P28410_1352	FH003_H200228	S7UBQI	H200228	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH003	D10	3000491456	D10	batch18	P28410	NA
P28410_1326	FH003_H200200	S7WLQR	H200200	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH003	B7	3000491456	B7	batch18	P28410	NA
P28410_1272	FH0010_H200852	S7ZJ7Q	H200852	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH010	C12	3000491447	C12	batch18	P28410	NA
P28410_1278	FH003_H200194	S8AHS2	H200194	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH003	B1	3000491456	B1	batch18	P28410	NA
P28410_1346	FH003_H200251	S8CQZW	H200251	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH003	F9	3000491456	F9	batch18	P28410	NA
P28410_1416	FH005_H200401	S8G8UH	H200401	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH005	D6	3000491437	D6	batch18	P28410	NA
P28410_1350	FH003_H200203	S8IECQ	H200203	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH003	B10	3000491456	B10	batch18	P28410	NA
P28410_1259	FH0010_H200862	S8IIUF	H200862	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH010	D10	3000491447	D10	batch18	P28410	NA
P28410_1462	FH005_H200383	S8J5VI	H200383	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH005	B12	3000491437	B12	batch18	P28410	NA
P28410_1069	FH002_H200150	S8JW1F	H200150	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH002	E9	3000491443	E9	batch18	P28410	NA
P28410_1052	FH002_H200135	S8LP6Q	H200135	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH002	D7	3000491443	D7	batch18	P28410	NA
P28410_1044	FH002_H200134	S8SDUP	H200134	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH002	D6	3000491443	D6	batch18	P28410	NA
P28410_1374	FH005_H200372	S8UKYS	H200372	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH005	B1	3000491437	B1	batch18	P28410	NA
P28410_1399	FH005_H200387	S8VZIW	H200387	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH005	C4	3000491437	C4	batch18	P28410	NA
P28410_1089	FH002_H200104	S92AIQ	H200104	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH002	A12	3000491443	A12	batch18	P28410	NA
P28410_1453	FH005_H200369	S9GX7M	H200369	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH005	A11	3000491437	A11	batch18	P28410	NA
P28410_1039	FH002_H200170	S9KZX3	H200170	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH002	G5	3000491443	G5	batch18	P28410	NA
P28410_1454	FH005_H200382	S9LZSQ	H200382	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH005	B11	3000491437	B11	batch18	P28410	NA
P28410_1445	FH005_H200368	S9RPEZ	H200368	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH005	A10	3000491437	A10	batch18	P28410	NA
P28410_1337	FH003_H200238	S9VXZQ	H200238	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH003	E8	3000491456	E8	batch18	P28410	NA
P28410_1054	FH002_H200160	S9WQAK	H200160	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH002	F7	3000491443	F7	batch18	P28410	NA
P28410_1341	FH003_H200190	S9WRMN	H200190	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH003	A9	3000491456	A9	batch18	P28410	NA
P28410_1083	FH002_H200127	SA6WH3	H200127	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH002	C11	3000491443	C11	batch18	P28410	NA
P28410_1087	FH002_H200176	SAAAVH	H200176	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH002	G11	3000491443	G11	batch18	P28410	NA
P28410_1320	FH003_H200224	SAGD6U	H200224	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH003	D6	3000491456	D6	batch18	P28410	NA
P28410_1071	FH002_H200174	SAHR3M	H200174	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH002	G9	3000491443	G9	batch18	P28410	NA
P28410_1451	FH005_H200442	SAIC78	H200442	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH005	G10	3000491437	G10	batch18	P28410	NA
P28410_1035	FH002_H200121	SAQEHI	H200121	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH002	C5	3000491443	C5	batch18	P28410	NA
P28410_1345	FH003_H200239	SASQEH	H200239	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH003	E9	3000491456	E9	batch18	P28410	NA
P28410_1461	FH005_H200370	SAZCZH	H200370	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH005	A12	3000491437	A12	batch18	P28410	NA
P28410_1029	FH002_H200145	SB1TSN	H200145	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH002	E4	3000491443	E4	batch18	P28410	NA
P28410_1209	FH0010_H200842	SB3JQC	H200842	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH010	C3	3000491447	C3	batch18	P28410	NA
P28410_1141	FH004_H200324	SBAXBH	H200324	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH004	E6	3000491442	E6	batch18	P28410	NA
P28410_1033	FH002_H200097	SBBTEY	H200097	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH002	A5	3000491443	A5	batch18	P28410	NA
P28410_1459	FH005_H200443	SBFG2B	H200443	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH005	G11	3000491437	G11	batch18	P28410	NA
P28410_1315	FH003_H200259	SBISNJ	H200259	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH003	G5	3000491456	G5	batch18	P28410	NA
P28410_1065	FH002_H200101	SBKRL8	H200101	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH002	A9	3000491443	A9	batch18	P28410	NA
P28410_1273	FH0010_H200864	SBMNRA	H200864	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH010	D12	3000491447	D12	batch18	P28410	NA
P28410_1165	FH004_H200327	SBSK1X	H200327	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH004	E9	3000491442	E9	batch18	P28410	NA
P28410_1406	FH005_H200376	SBSTCF	H200376	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH005	B5	3000491437	B5	batch18	P28410	NA
P28410_1242	FH0010_H200822	SBWQGX	H200822	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH010	A8	3000491447	A8	batch18	P28410	NA
P28410_1154	FH004_H200290	SC22D2	H200290	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH004	B8	3000491442	B8	batch18	P28410	NA
P28410_1113	FH004_H200272	SC5WWH	H200272	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH004	A3	3000491442	A3	batch18	P28410	NA
P28410_1274	FH0010_H200877	SC6RXK	H200877	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH010	E12	3000491447	E12	batch18	P28410	NA
P28410_1268	FH0010_H200888	SCGDQM	H200888	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH010	F11	3000491447	F11	batch18	P28410	NA
P28410_1231	FH0010_H200858	SCHZQS	H200858	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH010	D6	3000491447	D6	batch18	P28410	NA
P28410_1185	FH004_H200282	SCJGVV	H200282	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH004	A12	3000491442	A12	batch18	P28410	NA
P28410_1202	FH0010_H200841	SCKJTC	H200841	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH010	C2	3000491447	C2	batch18	P28410	NA
P28410_1061	FH002_H200149	SCLZMY	H200149	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH002	E8	3000491443	E8	batch18	P28410	NA
P28410_1408	FH005_H200400	SCMGMR	H200400	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH005	D5	3000491437	D5	batch18	P28410	NA
P28410_1183	FH004_H200354	SCMRPP	H200354	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH004	G11	3000491442	G11	batch18	P28410	NA
P28410_1327	FH003_H200212	SCPBEC	H200212	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH003	C7	3000491456	C7	batch18	P28410	NA
P28410_1366	FH003_H200205	SCPEEQ	H200205	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH003	B12	3000491456	B12	batch18	P28410	NA
P28410_1431	FH005_H200391	SCRGAK	H200391	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH005	C8	3000491437	C8	batch18	P28410	NA
P28410_1068	FH002_H200138	SCV8J9	H200138	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH002	D9	3000491443	D9	batch18	P28410	NA
P28410_1129	FH004_H200274	SCVLCX	H200274	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH004	A5	3000491442	A5	batch18	P28410	NA
P28410_1019	FH002_H200119	SCXNEP	H200119	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH002	C3	3000491443	C3	batch18	P28410	NA
P28410_1312	FH003_H200223	SCYI3M	H200223	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH003	D5	3000491456	D5	batch18	P28410	NA
P28410_1357	FH003_H200192	SCYMEF	H200192	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH003	A11	3000491456	A11	batch18	P28410	NA
P28410_1222	FH0010_H200831	SD2BC1	H200831	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH010	B5	3000491447	B5	batch18	P28410	NA
P28410_1143	FH004_H200349	SD2LXA	H200349	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH004	G6	3000491442	G6	batch18	P28410	NA
P28410_1466	FH005_H200432	SD5MDL	H200432	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH005	F12	3000491437	F12	batch18	P28410	NA
P28410_1190	FH004_H200343	SD8HVQ	H200343	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH004	F12	3000491442	F12	batch18	P28410	NA
P28410_1425	FH005_H200414	SD9DTQ	H200414	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH005	E7	3000491437	E7	batch18	P28410	NA
P28410_1149	FH004_H200325	SDAPZ5	H200325	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH004	E7	3000491442	E7	batch18	P28410	NA
P28410_1322	FH003_H200248	SDATCU	H200248	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH003	F6	3000491456	F6	batch18	P28410	NA
P28410_1239	FH0010_H200871	SDC2WG	H200871	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH010	E7	3000491447	E7	batch18	P28410	NA
P28410_1191	FH004_H200355	SDD9XM	H200355	CO1_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE_2019	FH004	G12	3000491442	G12	batch18	P28410	NA
